date,shop,genre,predicted_sales,predicted_units,predicted_page_views,predicted_page_views_low,predicted_page_views_high
2023-12-07,10029,201925,983,1,22,6,48
2023-12-08,10029,201925,916,1,21,6,46
2023-12-09,10029,201925,808,0,19,6,42
2023-12-10,10029,201925,919,0,19,6,42
2023-12-11,10029,201925,458,0,18,5,39
2023-12-12,10029,201925,148,0,18,5,39
2023-12-13,10029,201925,138,0,17,5,37
2023-12-14,10029,201925,138,0,16,5,35
2023-12-15,10029,201925,174,0,16,5,35
2023-12-16,10029,201925,123,0,15,4,33
2023-12-17,10029,201925,141,0,15,4,33
2023-12-18,10029,201925,137,0,13,4,28
2023-12-19,10029,201925,136,0,12,4,26
2023-12-20,10029,201925,182,0,13,4,28
2023-12-21,10029,201925,125,0,12,4,26
2023-12-22,10029,201925,116,0,11,3,24
2023-12-23,10029,201925,106,0,12,4,26
2023-12-24,10029,201925,122,0,11,3,24
2023-12-25,10029,201925,169,0,11,3,24
2023-12-26,10029,201925,107,0,10,3,22
2023-12-27,10029,201925,101,0,9,3,20
2023-12-28,10029,201925,100,0,9,3,20
2023-12-29,10029,201925,89,0,9,3,20
2023-12-30,10029,201925,115,0,9,3,20
2023-12-31,10029,201925,73,0,9,3,20
2023-12-07,10029,401534,48,0,1,0,2
2023-12-09,10029,401534,47,0,2,1,4
2023-12-10,10029,401534,68,0,2,1,4
2023-12-11,10029,401534,45,0,2,1,4
2023-12-14,10029,401534,45,0,2,1,4
2023-12-17,10029,401534,46,0,2,1,4
2023-12-18,10029,401534,46,0,2,1,4
2023-12-21,10029,401534,42,0,2,1,4
2023-12-22,10029,401534,41,0,2,1,4
2023-12-25,10029,401534,56,0,2,1,4
2023-12-27,10029,401534,41,0,1,0,2
2023-12-30,10029,401534,55,0,1,0,2
2023-12-07,10029,408789,2041,0,6,2,13
2023-12-08,10029,408789,2016,0,6,2,13
2023-12-09,10029,408789,2011,0,6,2,13
2023-12-10,10029,408789,2748,0,7,3,15
2023-12-11,10029,408789,1712,0,8,3,18
2023-12-12,10029,408789,2599,0,8,3,18
2023-12-13,10029,408789,2337,0,8,3,18
2023-12-14,10029,408789,2283,0,8,3,18
2023-12-15,10029,408789,3090,0,8,3,18
2023-12-16,10029,408789,2043,0,8,3,18
2023-12-17,10029,408789,2453,0,8,3,18
2023-12-18,10029,408789,2479,0,7,3,15
2023-12-19,10029,408789,2054,0,7,3,15
2023-12-20,10029,408789,2054,0,8,3,18
2023-12-21,10029,408789,2054,0,7,3,15
2023-12-22,10029,408789,2054,0,7,3,15
2023-12-23,10029,408789,2054,0,8,3,18
2023-12-24,10029,408789,2054,0,8,3,18
2023-12-25,10029,408789,2054,0,7,3,15
2023-12-26,10029,408789,1787,0,6,2,13
2023-12-27,10029,408789,1308,0,5,2,11
2023-12-28,10029,408789,1098,0,5,2,11
2023-12-29,10029,408789,1178,0,5,2,11
2023-12-30,10029,408789,1561,0,6,2,13
2023-12-31,10029,408789,1362,0,5,2,11
2023-12-01,10130,205611,3195,0,37,12,79
2023-12-02,10130,205611,2782,0,42,14,90
2023-12-03,10130,205611,3322,0,43,14,92
2023-12-04,10130,205611,3271,0,43,14,92
2023-12-05,10130,205611,4116,1,48,16,103
2023-12-06,10130,205611,3577,1,52,17,111
2023-12-07,10130,205611,3593,1,53,18,114
2023-12-08,10130,205611,3341,1,54,18,116
2023-12-09,10130,205611,1755,1,49,16,105
2023-12-10,10130,205611,1994,1,47,16,101
2023-12-11,10130,205611,1422,0,45,15,96
2023-12-12,10130,205611,1178,0,38,13,81
2023-12-13,10130,205611,1245,0,33,11,71
2023-12-14,10130,205611,1173,0,30,10,64
2023-12-15,10130,205611,1173,0,28,9,60
2023-12-16,10130,205611,1149,0,28,9,60
2023-12-17,10130,205611,1102,0,27,9,58
2023-12-18,10130,205611,2072,0,26,9,56
2023-12-19,10130,205611,2506,0,29,10,62
2023-12-20,10130,205611,2853,1,33,11,71
2023-12-21,10130,205611,3099,1,36,12,77
2023-12-22,10130,205611,3099,1,37,12,79
2023-12-23,10130,205611,3099,1,37,12,79
2023-12-24,10130,205611,3099,1,38,13,81
2023-12-25,10130,205611,1910,1,36,12,77
2023-12-26,10130,205611,1910,1,35,12,75
2023-12-27,10130,205611,1167,0,30,10,64
2023-12-28,10130,205611,979,0,28,9,60
2023-12-29,10130,205611,1124,0,27,9,58
2023-12-30,10130,205611,1478,0,26,9,56
2023-12-31,10130,205611,1255,0,24,8,51
2023-12-01,10130,206440,21638,9,368,112,885
2023-12-02,10130,206440,19425,10,433,132,1042
2023-12-03,10130,206440,18934,9,431,132,1037
2023-12-04,10130,206440,16469,8,411,125,989
2023-12-05,10130,206440,27719,13,505,154,1215
2023-12-06,10130,206440,24184,12,529,161,1273
2023-12-07,10130,206440,26453,13,559,171,1345
2023-12-08,10130,206440,24784,12,556,170,1338
2023-12-09,10130,206440,24887,12,542,165,1304
2023-12-10,10130,206440,38138,19,611,187,1470
2023-12-11,10130,206440,26304,13,530,162,1275
2023-12-12,10130,206440,26942,13,499,152,1200
2023-12-13,10130,206440,25942,13,442,135,1063
2023-12-14,10130,206440,24393,12,407,124,979
