date,shop,genre,predicted_sales
2024-04-30,10008,206471,58
2024-04-30,10008,207288,29
2024-04-30,10008,214099,189
2024-04-30,10008,401534,0
2024-04-30,10008,408789,114
2024-04-30,10008,506539,74
2024-04-30,10008,551228,101
2024-04-01,10045,206440,0
2024-04-03,10045,206440,0
2024-04-04,10045,206440,0
2024-04-07,10045,206440,0
2024-04-10,10045,206440,0
2024-04-12,10045,206440,0
2024-04-13,10045,206440,0
2024-04-16,10045,206440,0
2024-04-20,10045,206440,0
2024-04-29,10045,206440,0
2024-04-01,10045,216424,2108
2024-04-02,10045,216424,1559
2024-04-03,10045,216424,1482
2024-04-04,10045,216424,1584
2024-04-05,10045,216424,2176
2024-04-06,10045,216424,1426
2024-04-07,10045,216424,1264
2024-04-08,10045,216424,1028
2024-04-09,10045,216424,983
2024-04-10,10045,216424,1251
2024-04-11,10045,216424,722
2024-04-12,10045,216424,683
2024-04-13,10045,216424,265
2024-04-14,10045,216424,1047
2024-04-15,10045,216424,1363
2024-04-16,10045,216424,942
2024-04-17,10045,216424,1512
2024-04-18,10045,216424,1262
2024-04-19,10045,216424,1214
2024-04-20,10045,216424,2066
2024-04-21,10045,216424,910
2024-04-22,10045,216424,844
2024-04-23,10045,216424,840
2024-04-24,10045,216424,425
2024-04-25,10045,216424,546
2024-04-26,10045,216424,366
2024-04-27,10045,216424,386
2024-04-28,10045,216424,351
2024-04-29,10045,216424,322
2024-04-30,10045,216424,520
2024-04-27,10045,507843,0
2024-04-28,10045,507843,0
2024-04-11,10045,510003,0
2024-04-12,10045,510003,0
2024-04-17,10045,510003,0
2024-04-26,10045,510003,0
2024-04-29,10045,567251,0
2024-04-01,10045,567538,2008
2024-04-03,10045,567538,1441
2024-04-06,10045,567538,1621
2024-04-12,10045,567538,1313
2024-04-25,10045,567538,2302
2024-04-01,10045,567623,448
2024-04-02,10045,567623,424
2024-04-03,10045,567623,416
2024-04-04,10045,567623,477
2024-04-05,10045,567623,628
2024-04-06,10045,567623,501
2024-04-07,10045,567623,543
2024-04-08,10045,567623,500
2024-04-10,10045,567623,654
2024-04-12,10045,567623,403
2024-04-13,10045,567623,1352
2024-04-15,10045,567623,2054
2024-04-16,10045,567623,1458
2024-04-17,10045,567623,1388
2024-04-18,10045,567623,1139
2024-04-19,10045,567623,1097
2024-04-20,10045,567623,1808
2024-04-21,10045,567623,352
2024-04-22,10045,567623,309
2024-04-23,10045,567623,290
2024-04-24,10045,567623,316
2024-04-25,10045,567623,396
2024-04-26,10045,567623,277
2024-04-27,10045,567623,283
2024-04-28,10045,567623,250
2024-04-29,10045,567623,222
2024-04-01,10130,205611,60
2024-04-02,10130,205611,52
2024-04-03,10130,205611,53
2024-04-04,10130,205611,53
2024-04-05,10130,205611,64
2024-04-06,10130,205611,52
2024-04-07,10130,205611,55
2024-04-08,10130,205611,50
2024-04-09,10130,205611,48
2024-04-10,10130,205611,57
2024-04-11,10130,205611,45
2024-04-12,10130,205611,191
2024-04-13,10130,205611,195
2024-04-14,10130,205611,209
