date,shop,genre,sales,units,orders,page_views,visitors,carts,reviews_posted,avg_rating,review_count
2018-11-01,147,206361,12800,5,5,57,55,11300,0,4.21,48
2018-11-01,147,206363,59500,7,7,177,170,8500,0,4.25,94
2018-11-01,147,558846,0,0,0,2,2,0,0,,0
2018-11-01,147,558873,0,0,0,1,1,0,0,,0
2018-11-01,525,101954,9260,1,1,41,27,9260,0,5.0,2
2018-11-01,525,201351,0,0,0,2,2,0,0,,0
2018-11-01,525,506536,0,0,0,0,0,0,0,,0
2018-11-01,525,563339,535998,116,116,1917,1818,315641,0,4.2,519
2018-11-01,525,563342,111630,28,28,609,573,88900,0,4.39,2120
2018-11-01,525,567662,350360,48,48,243,236,74256,0,4.44,500
2018-11-01,525,567664,718960,113,113,814,766,94080,1,4.58,2630
2018-11-01,1918,101535,24154,5,5,165,151,19636,0,4.68,673
2018-11-01,1918,207774,20240,7,7,67,65,5750,0,4.51,93
2018-11-01,3032,205761,3200,1,1,5,4,3200,0,4.8,5
2018-11-01,3759,565724,49181,17,17,62,58,49181,0,4.53,102
2018-11-01,4493,100487,0,0,0,1,1,0,0,,0
2018-11-01,4493,207288,6276,5,5,130,127,3876,0,3.73,214
2018-11-01,4493,216173,1790,2,2,34,33,1790,0,4.11,46
2018-11-01,5567,205761,0,0,0,1,1,0,0,4.5,16
2018-11-01,5567,510003,8188,2,2,6,5,4094,0,4.8,5
2018-11-01,5829,206361,0,0,0,1,1,0,0,,0
2018-11-01,5829,207288,0,0,0,3,3,0,0,,0
2018-11-01,5829,304080,0,0,0,8,6,0,0,,0
2018-11-01,5829,551180,0,0,0,13,13,0,0,,0
2018-11-01,5829,558846,0,0,0,101,95,0,0,4.5,6
2018-11-01,5829,558873,60000,1,1,435,392,60000,0,4.14,7
2018-11-01,5829,560271,0,0,0,9,9,0,0,,0
2018-11-01,5933,402279,0,0,0,1,1,0,0,,0
2018-11-01,6247,205582,0,0,0,1,1,0,0,,0
2018-11-01,6247,215430,0,0,0,8,8,0,0,2.0,1
2018-11-01,6247,407120,0,0,0,3,3,0,0,5.0,1
2018-11-01,6247,551228,0,0,0,14,9,0,0,,0
2018-11-01,6247,551736,0,0,0,3,3,0,0,5.0,1
2018-11-01,6817,201351,0,0,0,2,2,0,0,,0
