date,shop,genre,sales,units,orders,page_views,visitors,carts,reviews_posted,avg_rating,review_count
2021-11-01,147,206361,122320,18,18,571,524,73072,1,4.44,259
2021-11-01,147,206363,339950,64,64,1697,1555,139671,0,4.46,1857
2021-11-01,147,206440,16500,2,2,12,9,16500,0,1.0,1
2021-11-01,147,206471,23110,6,6,161,153,17260,0,4.03,30
2021-11-01,147,301577,0,0,0,1,1,0,0,,0
2021-11-01,147,304080,0,0,0,36,35,0,0,4.25,4
2021-11-01,147,408789,0,0,0,7,7,0,0,5.0,1
2021-11-01,147,502221,0,0,0,10,10,0,0,,0
2021-11-01,147,502280,0,0,0,2,2,0,0,,0
2021-11-01,147,551180,0,0,0,1,1,0,0,,0
2021-11-01,147,558846,15600,4,3,154,149,11700,0,4.42,87
2021-11-01,147,558873,38900,2,2,129,118,38900,0,4.6,5
2021-11-01,525,506536,0,0,0,5,4,0,0,4.25,32
2021-11-01,525,563339,340045,120,115,1048,959,205878,0,4.33,474
2021-11-01,525,563342,124256,40,35,476,457,63186,0,4.41,2005
2021-11-01,525,567662,611222,77,77,410,379,157026,0,4.43,713
2021-11-01,525,567664,817260,104,104,638,570,110948,0,4.6,2860
2021-11-01,1918,101535,32357,8,8,281,264,28671,3,4.72,1843
2021-11-01,1918,207774,13641,4,4,47,46,9955,0,4.64,273
2021-11-01,2625,216173,0,0,0,1,1,0,0,,0
2021-11-01,2625,551732,0,0,0,2,2,0,0,,0
2021-11-01,3032,205761,3200,1,1,2,2,3200,0,4.7,37
2021-11-01,3790,551732,0,0,0,4,4,0,0,,0
2021-11-01,3790,551736,0,0,0,7,7,0,0,,0
2021-11-01,3915,214099,0,0,0,2,2,0,0,4.33,3
2021-11-01,3915,567645,15330,6,6,35,32,8730,0,4.39,766
2021-11-01,4493,207288,3870,2,2,52,48,1935,1,3.82,283
2021-11-01,4493,216173,3120,1,1,33,31,3120,0,4.09,65
2021-11-01,4493,408789,1998,1,1,20,19,1998,0,4.39,110
2021-11-01,5144,100487,0,0,0,1,1,0,0,,0
2021-11-01,5313,402279,0,0,0,3,3,0,0,,0
2021-11-01,5313,567645,2100,1,1,8,8,2100,0,4.82,22
2021-11-01,5567,205761,0,0,0,3,2,0,0,4.5,16
2021-11-01,5567,510003,0,0,0,2,2,0,0,4.67,6
2021-11-01,5829,206361,0,0,0,1,1,0,0,,0
2021-11-01,5829,206363,0,0,0,11,6,0,0,5.0,1
2021-11-01,5829,304080,0,0,0,2,2,0,0,,0
2021-11-01,5829,408789,0,0,0,7,5,0,0,,0
2021-11-01,5829,551180,0,0,0,10,10,0,0,,0
2021-11-01,5829,558846,0,0,0,46,42,0,0,4.0,1
2021-11-01,5829,558873,0,0,0,278,255,0,0,4.6,5
2021-11-01,5829,560271,0,0,0,7,7,0,0,,0
2021-11-01,6174,207288,0,0,0,3,2,0,0,4.5,6
2021-11-01,6174,401131,1990,1,1,36,36,1990,0,4.75,36
2021-11-01,6174,401534,0,0,0,1,1,0,0,,0
2021-11-01,6174,408789,4960,4,4,184,173,2980,0,4.44,114
2021-11-01,6174,551180,39710,17,17,506,471,18555,0,4.56,1179
2021-11-01,6174,558846,4980,1,1,175,166,4980,0,4.39,137
2021-11-01,6174,558873,44370,5,5,572,532,31470,0,4.16,507
2021-11-01,6247,215430,0,0,0,1,1,0,0,,0
2021-11-01,6247,408789,0,0,0,2,2,0,0,,0
2021-11-01,6247,551228,0,0,0,2,2,0,0,,0
2021-11-01,6817,304763,0,0,0,1,1,0,0,,0
2021-11-01,6817,507843,5108,2,2,14,13,5108,0,4.49,80
2021-11-01,6817,508456,0,0,0,7,7,0,0,4.67,6
2021-11-01,6817,509417,9054,2,2,46,42,9054,0,4.54,144
2021-11-01,6817,510003,4350,1,1,17,17,4350,0,4.66,35
2021-11-01,6817,567538,8364,2,2,8,8,4182,0,,0
2021-11-01,6817,567645,0,0,0,1,1,0,0,4.73,26
2021-11-01,7160,206440,0,0,0,31,31,0,0,4.0,1
2021-11-01,7160,206471,0,0,0,17,15,0,0,4.0,4
2021-11-01,7160,401131,0,0,0,28,26,0,0,,0
2021-11-01,7160,401534,0,0,0,139,127,0,0,4.27,15
2021-11-01,7160,551180,0,0,0,10,10,0,0,5.0,1
2021-11-01,7160,551732,0,0,0,2,2,0,0,4.0,1
2021-11-01,7160,558846,2090,1,1,46,43,2090,0,3.0,1
2021-11-01,7160,558873,5229,1,1,28,27,5229,0,,0
2021-11-01,7704,560271,920,1,1,1,1,920,0,,0
2021-11-01,7986,206440,0,0,0,4,4,0,0,4.5,2
2021-11-01,8460,201632,0,0,0,41,41,0,0,4.88,8
2021-11-01,9159,110365,3600,1,1,16,16,3600,0,4.71,811
2021-11-01,9159,207288,0,0,0,1,1,0,0,4.88,8
2021-11-01,9159,551732,0,0,0,5,5,0,0,4.72,32
2021-11-01,9159,551736,0,0,0,23,20,0,0,4.77,170
2021-11-01,9435,206440,0,0,0,7,7,0,0,,0
2021-11-01,9435,206471,0,0,0,1,1,0,0,,0
2021-11-01,9435,207288,0,0,0,5,5,0,0,5.0,1
2021-11-01,9435,216173,0,0,0,5,5,0,0,4.0,1
2021-11-01,9435,408789,0,0,0,2,2,0,0,,0
2021-11-01,9435,502280,0,0,0,13,13,0,0,,0
2021-11-01,9435,551180,7380,3,3,122,119,7380,0,4.43,14
2021-11-01,9435,558846,25630,3,3,296,278,25630,0,4.62,16
2021-11-01,9435,558873,37910,3,3,266,261,37910,0,4.74,23
2021-11-01,9680,201632,0,0,0,8,8,0,0,5.0,1
2021-11-01,9680,508599,0,0,0,8,8,0,0,5.0,4
2021-11-01,11018,206440,54000,18,17,463,441,25700,0,4.3,1797
2021-11-01,11018,206471,5800,2,2,49,47,5800,0,3.5,4
2021-11-01,12234,101020,12850,2,2,12,11,12850,0,4.41,64
2021-11-01,12234,205761,0,0,0,6,6,0,0,4.73,26
2021-11-01,12234,214781,31500,5,4,76,70,19500,0,4.51,441
2021-11-01,12234,567645,12800,2,2,75,70,12800,0,4.54,37
2021-11-01,12356,101535,0,0,0,1,1,0,0,,0
2021-11-01,12356,110435,67620,10,10,356,344,38000,3,4.36,1954
2021-11-01,12805,200181,0,0,0,7,7,0,0,5.0,2
2021-11-01,12805,205582,0,0,0,13,13,0,0,2.0,1
2021-11-01,12805,206440,0,0,0,12,12,0,0,4.18,11
2021-11-01,13261,100487,0,0,0,14,13,0,0,,0
