date,shop,genre,sales,units,orders,page_views,visitors,carts,reviews_posted,avg_rating,review_count
2019-02-01,147,206361,12800,4,4,56,56,12300,0,4.09,477
2019-02-01,147,206363,81792,9,9,155,147,14854,1,4.19,136
2019-02-01,147,206471,0,0,0,1,1,0,0,,0
2019-02-01,147,304080,0,0,0,4,4,0,0,,0
2019-02-01,147,558846,0,0,0,7,7,0,0,,0
2019-02-01,147,558873,0,0,0,1,1,0,0,,0
2019-02-01,525,506536,0,0,0,9,8,0,0,4.38,29
2019-02-01,525,563339,429124,81,81,1795,1705,301782,0,4.15,310
2019-02-01,525,563342,127160,38,38,1070,979,63599,0,4.38,2265
2019-02-01,525,567662,303700,39,39,353,317,59480,0,4.44,512
2019-02-01,525,567664,675780,120,120,926,841,90823,1,4.58,2732
2019-02-01,1050,214099,0,0,0,3,2,0,0,4.34,70
2019-02-01,1050,402279,0,0,0,7,7,0,0,3.95,80
2019-02-01,1050,506539,1033207,343,343,2459,2267,110909,20,4.68,75246
2019-02-01,1918,101535,22796,5,5,115,105,9139,1,4.71,583
2019-02-01,1918,207774,0,0,0,26,22,0,0,4.47,105
2019-02-01,3032,205761,0,0,0,5,5,0,0,4.66,36
2019-02-01,3244,551228,0,0,0,78,75,0,0,4.34,290
2019-02-01,3255,408789,0,0,0,1,1,0,0,,0
2019-02-01,3915,506536,0,0,0,2,1,0,0,4.5,2
2019-02-01,3915,567645,9110,5,5,46,41,7900,0,4.39,595
2019-02-01,4493,207288,2950,3,3,124,117,2950,0,3.72,220
2019-02-01,4493,216173,1915,3,3,21,20,1915,0,4.12,50
2019-02-01,4493,408789,0,0,0,3,2,0,0,,0
2019-02-01,5567,510003,20470,5,5,11,11,4094,0,4.5,6
2019-02-01,5829,206361,0,0,0,1,1,0,0,5.0,1
2019-02-01,5829,206363,0,0,0,4,4,0,0,5.0,1
2019-02-01,5829,207288,0,0,0,4,4,0,0,,0
2019-02-01,5829,304080,0,0,0,7,7,0,0,,0
2019-02-01,5829,551180,0,0,0,17,17,0,0,5.0,1
2019-02-01,5829,558846,0,0,0,122,119,0,0,5.0,1
2019-02-01,5829,558873,110000,1,1,641,595,110000,0,4.3,10
2019-02-01,5829,560271,0,0,0,27,27,0,0,5.0,1
2019-02-01,5933,402279,0,0,0,1,1,0,0,,0
2019-02-01,6247,215430,0,0,0,6,6,0,0,2.0,1
2019-02-01,6247,407120,0,0,0,8,8,0,0,5.0,2
2019-02-01,6247,551228,0,0,0,8,8,0,0,,0
2019-02-01,6247,551736,0,0,0,1,1,0,0,5.0,1
2019-02-01,6817,201351,0,0,0,1,1,0,0,,0
2019-02-01,6817,507843,0,0,0,3,3,0,0,4.29,21
2019-02-01,6817,508456,0,0,0,2,2,0,0,4.0,5
2019-02-01,6817,509417,5444,1,1,20,17,5444,0,4.54,127
2019-02-01,6817,510003,39600,2,2,25,22,19800,0,4.63,43
2019-02-01,6817,567645,0,0,0,1,1,0,0,,0
2019-02-01,7986,201632,0,0,0,2,2,0,0,5.0,1
2019-02-01,7986,401534,0,0,0,1,1,0,0,,0
2019-02-01,7986,558846,0,0,0,1,1,0,0,,0
2019-02-01,8460,201632,0,0,0,7,7,0,0,5.0,4
2019-02-01,8460,216424,0,0,0,9,8,0,0,4.77,510
