date,shop,genre,sales,units,orders,page_views,visitors,carts,reviews_posted,avg_rating,review_count
2022-04-01,1918,101535,81037,20,20,311,286,32511,0,4.73,1158
2022-04-01,1918,207774,13610,4,4,48,43,10110,0,4.65,323
2022-04-01,2625,206440,0,0,0,1,1,0,0,,0
2022-04-01,2625,216173,0,0,0,1,1,0,0,,0
2022-04-01,2625,551732,0,0,0,1,1,0,0,,0
2022-04-01,3032,205761,0,0,0,2,2,0,0,4.64,28
2022-04-01,3353,206440,0,0,0,59,58,0,0,4.29,24
2022-04-01,3353,206471,0,0,0,3,3,0,0,,0
2022-04-01,3915,506536,5000,1,1,6,6,5000,0,4.8,5
2022-04-01,3915,567645,7200,4,4,28,27,6000,0,4.39,786
2022-04-01,4643,206363,0,0,0,2,2,0,0,,0
2022-04-01,4643,207288,6600,2,2,32,27,6600,0,4.81,26
2022-04-01,4643,304080,0,0,0,17,17,0,0,4.5,2
2022-04-01,4643,408789,0,0,0,12,12,0,0,5.0,2
2022-04-01,4643,502221,0,0,0,44,43,0,1,4.89,9
2022-04-01,4643,502280,0,0,0,2,2,0,0,5.0,1
2022-04-01,4643,551180,49060,11,11,214,195,14592,0,4.67,12
2022-04-01,4643,558846,0,0,0,91,86,0,0,4.79,14
2022-04-01,4643,558873,232650,4,4,360,324,156650,0,4.76,33
2022-04-01,5144,100487,0,0,0,1,1,0,0,,0
2022-04-01,5567,205761,0,0,0,3,2,0,0,4.47,17
2022-04-01,5567,510003,13077,2,1,6,5,5029,0,4.67,3
2022-04-01,6817,507843,7636,2,2,17,16,7636,0,4.49,80
2022-04-01,6817,508456,0,0,0,3,3,0,0,4.67,6
2022-04-01,6817,509417,20697,4,4,69,62,15288,0,4.56,152
2022-04-01,6817,510003,0,0,0,12,11,0,0,4.6,52
2022-04-01,6817,567538,4182,1,1,10,10,4182,0,,0
2022-04-01,6817,567645,8600,3,3,7,6,6200,0,4.62,29
2022-04-01,7160,206440,0,0,0,3,3,0,0,,0
2022-04-01,7160,206471,0,0,0,14,14,0,0,4.0,4
2022-04-01,7160,401131,0,0,0,9,7,0,0,,0
2022-04-01,7160,401534,1150,1,1,250,243,1150,0,4.3,10
2022-04-01,7160,551180,0,0,0,14,14,0,0,5.0,1
2022-04-01,7160,551736,0,0,0,2,1,0,0,,0
2022-04-01,7160,558846,0,0,0,35,30,0,0,3.5,2
2022-04-01,7160,558873,0,0,0,22,20,0,0,2.0,2
2022-04-01,7704,560271,0,0,0,5,5,0,0,,0
2022-04-01,8460,201632,0,0,0,15,15,0,0,4.88,8
2022-04-01,8460,216424,0,0,0,4,4,0,0,4.77,541
2022-04-01,9159,110365,0,0,0,10,10,0,0,4.76,647
2022-04-01,9159,551732,0,0,0,4,4,0,0,5.0,1
2022-04-01,9159,551736,0,0,0,9,9,0,0,4.85,130
2022-04-01,9435,206440,0,0,0,11,11,0,0,5.0,1
2022-04-01,9435,207288,0,0,0,17,17,0,0,4.75,4
2022-04-01,9435,502280,0,0,0,62,58,0,0,,0
2022-04-01,9435,551180,0,0,0,208,199,0,0,4.0,14
2022-04-01,9435,558846,32890,6,6,248,235,22110,0,4.52,23
2022-04-01,9435,558873,0,0,0,68,65,0,0,4.8,25
2022-04-01,9435,560271,0,0,0,1,1,0,0,,0
2022-04-01,10403,100181,0,0,0,1,1,0,0,,0
2022-04-01,10403,551228,0,0,0,4,4,0,0,4.67,3
2022-04-01,10801,201925,0,0,0,20,16,0,0,,0
2022-04-01,10801,402279,58740,13,13,194,168,33605,0,4.55,123
2022-04-01,10801,508456,3970,1,1,20,19,3970,0,4.25,12
2022-04-01,10801,567554,0,0,0,4,4,0,0,,0
2022-04-01,12234,101020,0,0,0,13,12,0,0,4.49,76
2022-04-01,12234,214781,34500,8,8,77,72,34500,0,4.52,560
2022-04-01,12234,567645,26600,7,7,55,52,26600,0,4.53,34
2022-04-01,12356,110435,26860,3,3,174,170,26860,0,4.35,1847
2022-04-01,12805,200181,0,0,0,8,7,0,0,4.75,4
2022-04-01,12805,205582,0,0,0,4,4,0,0,2.0,1
2022-04-01,12805,206440,0,0,0,11,11,0,0,4.1,10
2022-04-01,13261,100487,0,0,0,15,14,0,0,,0
2022-04-01,13261,201632,0,0,0,1,1,0,0,,0
2022-04-01,13261,206440,0,0,0,12,10,0,0,,0
2022-04-01,13261,207288,0,0,0,5,5,0,0,,0
2022-04-01,13261,216158,0,0,0,26,23,0,0,,0
2022-04-01,13261,216424,0,0,0,1,1,0,0,,0
2022-04-01,13261,408789,0,0,0,3,3,0,0,,0
2022-04-01,13261,502221,0,0,0,2,2,0,0,,0
2022-04-01,13261,502280,0,0,0,13,12,0,0,,0
2022-04-01,13261,551180,0,0,0,60,58,0,0,5.0,3
2022-04-01,13261,558846,0,0,0,20,20,0,0,,0
2022-04-01,13261,558873,0,0,0,153,144,0,0,4.33,6
2022-04-01,13261,560271,0,0,0,8,8,0,0,,0
2022-04-01,13415,100487,10740,3,3,676,620,10740,0,4.41,279
2022-04-01,13911,100487,0,0,0,16,16,0,0,4.49,67
2022-04-01,14293,100181,0,0,0,1,1,0,0,,0
2022-04-01,14293,201184,0,0,0,15,14,0,0,4.57,7
2022-04-01,14293,204586,0,0,0,1,1,0,0,,0
2022-04-01,14293,205611,0,0,0,7,7,0,0,5.0,1
2022-04-01,14293,205761,0,0,0,43,41,0,0,5.0,1
2022-04-01,14293,208532,0,0,0,1,1,0,0,,0
2022-04-01,14293,214099,0,0,0,1,1,0,0,,0
2022-04-01,14293,402279,0,0,0,26,24,0,0,,0
2022-04-01,14293,408789,0,0,0,11,10,0,0,,0
2022-04-01,14293,501098,0,0,0,2,2,0,0,,0
2022-04-01,14293,502280,0,0,0,7,7,0,0,1.0,1
2022-04-01,14293,506536,0,0,0,3,3,0,0,,0
2022-04-01,14293,506539,0,0,0,15,14,0,0,,0
2022-04-01,14293,508456,0,0,0,1,1,0,0,,0
2022-04-01,14293,551732,0,0,0,6,6,0,0,,0
2022-04-01,14293,551736,0,0,0,56,55,0,0,4.68,40
2022-04-01,14293,560271,0,0,0,1,1,0,0,,0
2022-04-01,14293,566647,0,0,0,1,1,0,0,,0
2022-04-01,14564,206361,0,0,0,1,1,0,0,,0
2022-04-01,14564,206440,0,0,0,7,7,0,0,5.0,1
2022-04-01,14564,207288,0,0,0,8,8,0,0,,0
2022-04-01,14564,408789,0,0,0,1,1,0,0,,0
2022-04-01,14564,502280,0,0,0,28,27,0,0,5.0,1
2022-04-01,14564,551180,2020,1,1,76,73,2020,0,5.0,6
2022-04-01,14564,558846,5390,1,1,77,72,5390,0,4.0,4
2022-04-01,14564,558873,0,0,0,24,23,0,0,5.0,2
2022-04-01,16278,509434,7120,3,3,21,20,2373,0,4.69,29
2022-04-01,16278,560271,0,0,0,1,1,0,0,5.0,1
2022-04-01,16833,507843,36630,2,0,0,0,0,0,,0
2022-04-01,16833,567538,17820,1,0,0,0,0,0,,0
2022-04-01,16932,205272,0,0,0,3,1,0,0,5.0,5
2022-04-01,16932,205582,0,0,0,1,1,0,0,,0
2022-04-01,16932,301577,0,0,0,17,17,0,0,5.0,3
2022-04-01,16932,408789,0,0,0,1,1,0,0,5.0,1
2022-04-01,16932,551228,0,0,0,2,2,0,0,,0
2022-04-01,18680,206440,0,0,0,1,1,0,0,4.86,7
2022-04-01,18680,216173,0,0,0,2,1,0,0,,0
2022-04-01,18680,551228,0,0,0,1,1,0,0,5.0,1
2022-04-01,18788,201632,0,0,0,1,1,0,0,,0
2022-04-01,18788,205611,0,0,0,67,61,0,0,4.42,12
2022-04-01,18788,206440,0,0,0,8,8,0,0,,0
2022-04-01,18788,206471,14000,1,1,98,97,14000,0,,0
2022-04-01,18788,207288,0,0,0,8,4,0,0,,0
2022-04-01,18788,401534,5400,1,0,35,35,0,0,4.54,30
2022-04-01,18788,402279,0,0,0,4,4,0,0,,0
2022-04-01,18788,408789,0,0,0,10,9,0,0,,0
2022-04-01,18788,551228,25000,2,1,19,17,12500,0,,0
2022-04-01,18788,560271,2800,1,1,29,25,2800,0,4.5,10
2022-04-01,19143,201925,0,0,0,1,1,0,0,,0
2022-04-01,20021,206440,26080,3,3,91,81,26080,0,4.67,212
2022-04-01,20313,110435,0,0,0,3,3,0,0,4.5,2
2022-04-01,20313,214099,0,0,0,1,1,0,0,,0
2022-04-01,20313,214104,0,0,0,3,3,0,0,,0
2022-04-01,21016,100487,13940,3,3,129,118,10960,1,4.47,1244
2022-04-01,21500,206363,0,0,0,1,1,0,0,,0
2022-04-01,21500,401534,0,0,0,5,5,0,0,4.5,2
2022-04-01,21500,551180,0,0,0,1,1,0,0,,0
2022-04-01,21500,551736,0,0,0,1,1,0,0,,0
2022-04-01,21707,206440,3300,1,1,43,39,3300,0,4.46,33
2022-04-01,21707,401534,0,0,0,48,44,0,0,4.36,31
2022-04-01,21707,551180,4200,1,1,8,8,4200,0,4.25,4
2022-04-01,21707,551732,20300,2,2,44,40,20300,0,4.77,13
2022-04-01,21707,551736,1000,2,2,42,40,1000,1,4.49,95
2022-04-01,21707,558846,0,0,0,6,6,0,0,5.0,1
2022-04-01,21825,101535,0,0,0,10,10,0,0,,0
2022-04-01,21825,201351,85000,14,14,51,43,29066,0,4.68,162
2022-04-01,21825,205761,0,0,0,4,4,0,0,4.65,14
2022-04-01,21825,214104,0,0,0,1,1,0,0,,0
2022-04-01,21825,216424,4500,1,1,2,2,4500,0,5.0,9
2022-04-01,21825,506536,0,0,0,5,5,0,0,4.96,52
2022-04-01,21825,506539,15700,4,4,44,41,12100,0,4.5,14
2022-04-01,21825,551732,1800,1,1,1,1,1800,0,3.5,2
2022-04-01,21825,567645,5450,2,2,4,4,5450,0,4.82,28
2022-04-01,22714,205611,0,0,0,1,1,0,0,,0
2022-04-01,22714,205761,0,0,0,14,14,0,0,4.73,59
2022-04-01,22714,216158,272428,98,98,1240,1174,52037,0,4.38,3069
2022-04-01,22714,216173,0,0,0,5,5,0,0,4.45,31
2022-04-01,22714,401534,0,0,0,10,10,0,0,3.5,2
2022-04-01,22966,206440,0,0,0,22,22,0,0,4.5,2
2022-04-01,22966,206471,60286,11,11,354,338,50055,0,4.39,491
2022-04-01,23036,551732,0,0,0,4,4,0,0,,0
2022-04-01,23582,402018,0,0,0,4,4,0,0,,0
2022-04-01,23582,408789,0,0,0,1,1,0,0,,0
2022-04-01,23582,507843,2600,1,1,24,21,2600,0,4.54,33
2022-04-01,23582,560271,0,0,0,2,2,0,0,,0
2022-04-01,23582,567538,9445,1,1,18,16,9445,0,5.0,4
2022-04-01,24341,101535,0,0,0,1,1,0,0,,0
2022-04-01,24341,201184,0,0,0,2,2,0,0,,0
2022-04-01,24341,201632,0,0,0,2,2,0,0,5.0,1
2022-04-01,24341,202502,0,0,0,8,8,0,0,,0
2022-04-01,24341,205272,0,0,0,62,60,0,0,4.8,20
2022-04-01,24341,506536,0,0,0,3,3,0,0,,0
2022-04-01,24672,201184,0,0,0,1,1,0,0,5.0,4
2022-04-01,27985,567623,114830,24,24,244,225,55636,1,4.24,377
2022-04-01,28228,110365,0,0,0,2,2,0,0,,0
2022-04-01,28228,216173,35365,20,20,136,128,6871,0,3.99,168
2022-04-01,28228,401131,0,0,0,12,11,0,0,3.6,10
2022-04-01,28228,502835,0,0,0,50,48,0,0,3.28,366
2022-04-01,28228,560271,2384,3,3,92,84,1654,0,3.76,246
2022-04-01,28228,564895,0,0,0,1,1,0,0,2.0,2
2022-04-01,28488,206440,32482,8,6,120,97,26591,0,3.5,4
2022-04-01,28488,551180,65034,23,14,238,203,37180,0,4.8,5
2022-04-01,28488,558846,57155,15,9,314,266,33363,0,4.5,2
2022-04-01,28488,558873,10890,2,2,84,77,10890,0,4.67,6
2022-04-01,28888,216158,0,0,0,2,2,0,0,4.5,2
2022-04-01,29191,207288,0,0,0,1,1,0,0,,0
2022-04-01,29191,408789,0,0,0,4,4,0,0,,0
2022-04-01,29191,551180,0,0,0,55,49,0,0,4.8,5
2022-04-01,29191,558846,0,0,0,70,65,0,0,5.0,1
2022-04-01,29191,558873,0,0,0,140,130,0,0,5.0,6
2022-04-01,29479,408789,0,0,0,1,1,0,0,5.0,1
2022-04-01,29479,506539,1180,1,1,18,15,1180,0,4.71,17
2022-04-01,31127,100992,0,0,0,4,3,0,0,5.0,3
2022-04-01,31127,205761,2000,1,1,19,19,2000,0,4.82,28
2022-04-01,31127,214781,0,0,0,2,2,0,0,5.0,1
2022-04-01,31127,567623,0,0,0,1,1,0,0,,0
2022-04-01,31464,566647,33578,4,4,78,74,16789,0,4.47,327
2022-04-01,32138,207288,0,0,0,30,28,0,0,5.0,1
2022-04-01,32138,402279,0,0,0,1,1,0,0,,0
2022-04-01,32138,408789,0,0,0,16,15,0,0,5.0,1
